mac,1,2,3,4,5,6,7,8,9,10,label,noise_label
e6:53:5c:2a:e8:e2,-41.0,-46.0,-44.0,-41.0,-47.0,-52.0,-46.0,-47.0,-50.0,-46.0,AA,True
e6:53:5c:2a:e8:e2,-45.0,-39.0,-45.0,-38.0,-41.0,-47.0,-50.0,-46.0,-49.0,-49.0,AA,True
e6:53:5c:2a:e8:e2,-45.0,-42.0,-49.0,-45.0,-46.0,-44.0,-43.0,-50.0,-48.0,-40.0,AA,True
e6:53:5c:2a:e8:e2,-43.0,-43.0,-49.0,-48.0,-47.0,-45.0,-49.0,-42.0,-45.0,-43.0,AA,True
e6:53:5c:2a:e8:e2,-44.0,-45.0,-52.0,-58.0,-57.0,-49.0,-48.0,-49.0,-51.0,-47.0,AA,True
e6:53:5c:2a:e8:e2,-54.0,-47.0,-50.0,-54.0,-51.0,-53.0,-56.0,-45.0,-53.0,-50.0,AA,True
e6:53:5c:2a:e8:e2,-41.0,-45.0,-50.0,-46.0,-48.0,-47.0,-45.0,-49.0,-49.0,-52.0,AA,True
e6:53:5c:2a:e8:e2,-47.0,-50.0,-43.0,-51.0,-46.0,-48.0,-44.0,-48.0,-46.0,-44.0,AA,True
e6:53:5c:2a:e8:e2,-47.0,-51.0,-53.0,-56.0,-56.0,-60.0,-53.0,-46.0,-46.0,-48.0,AA,True
e6:53:5c:2a:e8:e2,-42.0,-42.0,-50.0,-51.0,-46.0,-44.0,-50.0,-47.0,-47.0,-48.0,AA,True
e6:53:5c:2a:e8:e2,-46.0,-50.0,-49.0,-45.0,-49.0,-44.0,-42.0,-44.0,-43.0,-47.0,AA,True
e6:53:5c:2a:e8:e2,-43.0,-41.0,-41.0,-45.0,-45.0,-49.0,-41.0,-41.0,-44.0,-46.0,AA,True
e6:53:5c:2a:e8:e2,-47.0,-43.0,-45.0,-47.0,-44.0,-47.0,-48.0,-44.0,-39.0,-46.0,AA,True
e6:53:5c:2a:e8:e2,-44.0,-49.0,-46.0,-50.0,-46.0,-46.0,-47.0,-43.0,-49.0,-52.0,AA,True
e6:53:5c:2a:e8:e2,-40.0,-50.0,-50.0,-45.0,-49.0,-49.0,-50.0,-45.0,-45.0,-49.0,AA,True
e6:53:5c:2a:e8:e2,-50.0,-40.0,-45.0,-50.0,-47.0,-46.0,-52.0,-47.0,-45.0,-48.0,AA,True
e6:53:5c:2a:e8:e2,-39.0,-50.0,-50.0,-50.0,-50.0,-48.0,-51.0,-43.0,-51.0,-46.0,AA,True
e6:53:5c:2a:e8:e2,-43.0,-42.0,-45.0,-44.0,-49.0,-49.0,-45.0,-44.0,-45.0,-40.0,AA,True
e6:53:5c:2a:e8:e2,-46.0,-48.0,-44.0,-43.0,-48.0,-47.0,-49.0,-48.0,-49.0,-47.0,AA,True
e6:53:5c:2a:e8:e2,-43.0,-42.0,-43.0,-47.0,-48.0,-43.0,-44.0,-46.0,-50.0,-49.0,AA,True
e6:53:5c:2a:e8:e2,-45.0,-48.0,-46.0,-51.0,-49.0,-48.0,-48.0,-54.0,-43.0,-45.0,AA,True
e6:53:5c:2a:e8:e2,-43.0,-45.0,-50.0,-48.0,-45.0,-46.0,-46.0,-46.0,-47.0,-47.0,AA,True
e6:53:5c:2a:e8:e2,-44.0,-43.0,-46.0,-46.0,-45.0,-43.0,-49.0,-44.0,-44.0,-41.0,AA,True
e6:53:5c:2a:e8:e2,-43.0,-47.0,-53.0,-61.0,-56.0,-56.0,-58.0,-46.0,-48.0,-49.0,AA,True
