mac,1,2,3,4,5,6,7,8,9,10,label,noise_label
2e:ad:62:53:35:66,-58.0,-59.0,-48.0,-58.0,-54.0,-64.0,-59.0,-66.0,-57.0,-48.0,BB,True
2e:ad:62:53:35:66,-57.0,-58.0,-58.0,-56.0,-56.0,-58.0,-48.0,-51.0,-51.0,-59.0,BB,True
2e:ad:62:53:35:66,-62.0,-54.0,-57.0,-54.0,-54.0,-63.0,-61.0,-56.0,-57.0,-60.0,BB,True
2e:ad:62:53:35:66,-58.0,-57.0,-52.0,-59.0,-51.0,-62.0,-57.0,-57.0,-52.0,-55.0,BB,True
2e:ad:62:53:35:66,-65.0,-56.0,-65.0,-52.0,-54.0,-62.0,-62.0,-53.0,-58.0,-64.0,BB,True
2e:ad:62:53:35:66,-55.0,-50.0,-51.0,-60.0,-60.0,-50.0,-61.0,-59.0,-59.0,-53.0,BB,True
2e:ad:62:53:35:66,-37.0,-55.0,-46.0,-48.0,-48.0,-59.0,-50.0,-43.0,-43.0,-52.0,BB,True
2e:ad:62:53:35:66,-39.0,-49.0,-46.0,-61.0,-49.0,-50.0,-50.0,-55.0,-58.0,-54.0,BB,True
2e:ad:62:53:35:66,-59.0,-52.0,-49.0,-37.0,-50.0,-46.0,-60.0,-47.0,-67.0,-49.0,BB,True
2e:ad:62:53:35:66,-63.0,-55.0,-60.0,-53.0,-60.0,-58.0,-55.0,-55.0,-58.0,-56.0,BB,True
2e:ad:62:53:35:66,-64.0,-46.0,-46.0,-57.0,-59.0,-51.0,-52.0,-60.0,-60.0,-60.0,BB,True
2e:ad:62:53:35:66,-69.0,-58.0,-58.0,-49.0,-58.0,-58.0,-62.0,-46.0,-66.0,-57.0,BB,True
2e:ad:62:53:35:66,-46.0,-52.0,-57.0,-57.0,-52.0,-41.0,-45.0,-43.0,-51.0,-50.0,BB,True
2e:ad:62:53:35:66,-51.0,-57.0,-48.0,-62.0,-57.0,-51.0,-42.0,-51.0,-53.0,-54.0,BB,True
2e:ad:62:53:35:66,-62.0,-38.0,-46.0,-47.0,-58.0,-50.0,-42.0,-45.0,-39.0,-53.0,BB,True
2e:ad:62:53:35:66,-48.0,-43.0,-49.0,-52.0,-45.0,-39.0,-51.0,-47.0,-42.0,-41.0,BB,True
2e:ad:62:53:35:66,-57.0,-58.0,-64.0,-64.0,-57.0,-51.0,-52.0,-52.0,-53.0,-60.0,BB,True
2e:ad:62:53:35:66,-55.0,-53.0,-53.0,-60.0,-54.0,-61.0,-61.0,-60.0,-54.0,-65.0,BB,True
2e:ad:62:53:35:66,-55.0,-50.0,-50.0,-63.0,-52.0,-56.0,-56.0,-54.0,-50.0,-49.0,BB,True
2e:ad:62:53:35:66,-55.0,-60.0,-56.0,-54.0,-54.0,-54.0,-57.0,-53.0,-48.0,-48.0,BB,True
2e:ad:62:53:35:66,-56.0,-49.0,-64.0,-62.0,-68.0,-59.0,-53.0,-50.0,-50.0,-55.0,BB,True
2e:ad:62:53:35:66,-59.0,-53.0,-65.0,-63.0,-61.0,-51.0,-55.0,-55.0,-51.0,-61.0,BB,True
2e:ad:62:53:35:66,-61.0,-55.0,-59.0,-59.0,-57.0,-53.0,-51.0,-51.0,-55.0,-59.0,BB,True
2e:ad:62:53:35:66,-58.0,-51.0,-57.0,-51.0,-65.0,-55.0,-52.0,-58.0,-58.0,-49.0,BB,True
2e:ad:62:53:35:66,-55.0,-52.0,-52.0,-57.0,-56.0,-56.0,-53.0,-63.0,-52.0,-52.0,BB,True
2e:ad:62:53:35:66,-51.0,-57.0,-52.0,-59.0,-65.0,-60.0,-60.0,-59.0,-64.0,-58.0,BB,True
2e:ad:62:53:35:66,-55.0,-54.0,-53.0,-53.0,-58.0,-46.0,-58.0,-58.0,-51.0,-50.0,BB,True
2e:ad:62:53:35:66,-57.0,-59.0,-56.0,-59.0,-52.0,-52.0,-52.0,-58.0,-49.0,-49.0,BB,True
